Country,product,Year,values,price_per_thousands,US_inflation_adjusted_price,qty_in_thousands
Turkey,textile bag,2016,11618724,7510.0,8199.746687530276,1547.1003994673767
Turkey,paper bag,2016,2428423,121.92,133.11759202978578,19918.167650918636
Turkey,plastic bag,2016,16602084,20.71,22.61208440729055,801645.7749879285
Ukraine,textile bag,2016,28319,4650.0,5077.07351491555,6.09010752688172
Ukraine,paper bag,2016,30423,329.565,359.83349095551466,92.31259387374266
United Arab Em,paper bag,2016,104077,622.9350000000001,680.1476967771868,167.07521651536675
United Arab Em,plastic bag,2016,83389,394.08,430.27379156084294,211.60424279334146
United Kingdom,textile bag,2016,1985826,6010.0,6561.981037557516,330.42029950083196
United Kingdom,paper bag,2016,96657463,473.71,517.2173106990634,204043.53507420153
United Kingdom,plastic bag,2016,10979784,15.6,17.032762759716682,703832.3076923077
Venezuela,plastic bag,2016,59735,2.53,2.7623647296207188,23610.671936758896
Vietnam,textile bag,2016,101792118,4460.0,4869.623199252334,22823.344843049326
Vietnam,paper bag,2016,19127326,222.885,243.3555979294521,85817.0177445768
Vietnam,plastic bag,2016,55720979,12.69,13.855497398769531,4390936.09141056
Argentina,paper bag,2017,80049,1080.135,1164.6639017271218,74.11018067186046
Argentina,plastic bag,2017,50619,17.05,18.384294115501696,2968.856304985337
Australia,textile bag,2017,398578,6420.0,6922.4145584469725,62.08380062305296
Australia,paper bag,2017,1960304,231.14000000000001,249.2284892584787,8481.024487323699
Australia,plastic bag,2017,1974484,91.88,99.07031925702613,21489.81279930344
Austria,textile bag,2017,159729,4440.0,4787.46427406613,35.975
Austria,paper bag,2017,15914844,130.81,141.04689227265555,121663.81775093648
Austria,plastic bag,2017,153845,54.88,59.174783639808396,2803.298104956268
Bangladesh,textile bag,2017,128437252,15080.0,16260.126408314696,8517.059151193635
Bangladesh,plastic bag,2017,3068121,7.47,8.05458516380045,410725.702811245
Belgium,textile bag,2017,727974,5240.0,5650.070449573541,138.92633587786258
Belgium,paper bag,2017,33597453,623.57,672.3691660764454,53879.200410539306
Belgium,plastic bag,2017,4063591,100.09,107.92281513317097,40599.37056649016
Bolivia,plastic bag,2017,1717,16.67,17.97455618213568,102.99940011997599
Bosnia-Herzegov,textile bag,2017,448379,4870.0,5251.115093401365,92.06960985626283
